spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0072_depth100,0.0,0.0,0.5096613283132657,0.0,0.0,0.0,0.0,0.0,0.29614455961283304,0.0,0.0,0.0,0.0
mix_0072_depth25,0.0,0.0,0.5294673846292607,0.0,0.0,0.0,0.0,0.0,0.27738734602532417,0.0,0.0,0.0,0.0
mix_0073_depth100,0.0,0.0,0.21909445447892267,0.07553613565057767,0.0,0.03278949377113906,0.0,0.0,0.3444997071739723,0.08477308014170302,0.0,0.0,0.0
mix_0073_depth25,0.0,0.02203879737837236,0.24092976257559595,0.0440700046060115,0.0,0.04587319601546132,0.0,0.0,0.35352585337883197,0.05800111500096551,0.0,0.0,0.0
mix_0074_depth100,0.0,0.07007427039055564,0.3409889508987775,0.0836567173970278,0.0,0.0042782877382200254,0.0,0.00815718584172633,0.2490257088887864,0.0,0.0,0.0,0.0
mix_0074_depth25,0.0,0.09133430117401681,0.32212064020831743,0.09026813976571507,0.0,0.004510573579834048,0.0,0.0,0.2356472872504961,0.0,0.0,0.0,0.0
mix_0075_depth100,0.0,0.0,0.5130982322571416,0.0,0.0,0.0,0.0,0.0,0.32306794318163906,0.0,0.0,0.0,0.0
mix_0075_depth25,0.0,0.0,0.5302684994966266,0.0,0.0,0.0,0.0,0.0,0.3121394791471587,0.0,0.0,0.0,0.0
mix_0076_depth100,0.0,0.0036760623053729968,0.3091712881422166,0.1221388032751187,0.0,0.023220552768148117,0.0,0.0008763549718506452,0.36422602323322256,0.0,0.0,0.0,0.0
mix_0076_depth25,0.0,0.0018466114970258213,0.33988962993121624,0.11164840834513307,0.0,0.029517755626322206,0.0,0.0,0.3433338677506853,0.0,0.0,0.0,0.0
mix_0077_depth100,0.0,0.0085093246750081,0.06195598469970357,0.22177054865798235,0.0,0.0,0.0,0.0,0.4174067517845272,0.0,0.0,0.0,0.0
mix_0077_depth25,0.0,0.003325102589009282,0.05523457407518034,0.25456640912549233,0.0,0.0,0.0,0.0,0.3958288105671255,0.0,0.0,0.0,0.0
mix_0078_depth100,0.0,0.050520864060829555,0.2504537796836631,0.09822837934453736,0.0,0.020303312296883542,0.0,0.0,0.3268136188616,0.0,0.0,0.0,0.0
mix_0078_depth25,0.0,0.03527265983687686,0.22922323914686699,0.1070659745040108,0.0,0.013977880638431518,0.0,0.0217483906109188,0.34040456983676143,0.0,0.0,0.0,0.0
mix_0079_depth100,0.0,0.0,0.43178472537216733,0.0,0.0,0.004621820047763789,0.0,0.022509820163453834,0.360940756849959,0.0,0.0,0.0,0.0
mix_0079_depth25,0.0,0.0,0.43586509806585966,0.0,0.0,0.0,0.0,0.011410588426527654,0.3896402519142908,0.0,0.0,0.0,0.0
